Surname,Firstname,NRS,Box number,Folder number,Full Name,Year appointed silk,Date of correspondence,file number,page number,Digital ID,Archives Investigator link,Digital ID url
Stuckey,Geofrey Phillip,NRS302_333,10/42917B,[52],Geofrey Phillip Stuckey,1949,14 Jun 1949,GAC.SMC.49/607.AGB,6,NRS302_333_a127_10_42917_[52]_00006,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[52]_00006
Stuckey,Geofrey Phillip,NRS302_333,10/42917B,[52],Geofrey Phillip Stuckey,1949,01 Jun 1949,LH.NA.49/607.AGB,7,NRS302_333_a127_10_42917_[52]_00007,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[52]_00007
Stuckey,Geofrey Phillip,NRS302_333,10/42917B,[38],Geofrey Phillip Stuckey,1949,27 Oct 1943,GAC.WF.43/4149.AGB,46,NRS302_333_a127_10_42917_[38]_00046,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00046
Stuckey,Geofrey Phillip,NRS302_333,10/42917B,[38],Geofrey Phillip Stuckey,1949,16 Dec 1942,MCN.IV.42/4939.AGB,26,NRS302_333_a127_10_42917_[38]_00026,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00026
Stuckey,Geofrey Phillip,NRS302_333,10/42917B,[52],Geofrey Phillip Stuckey,1949,14 Jun 1949,GAC.SMC.49/607.AGB,8,NRS302_333_a127_10_42917_[52]_00008,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[52]_00008
Stuckey,Geofrey Phillip,NRS302_333,10/42917B,[52],Geofrey Phillip Stuckey,1949,01 Jun 1949,GAC.SMC.49/607.AGB,9,NRS302_333_a127_10_42917_[52]_00009,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[52]_00009
Stuckey,Geofrey Phillip,NRS302_333,10/42917B,[52],Geofrey Phillip Stuckey,1949,01 Jun 1949,GAC.SMC.49/607.AGB,10,NRS302_333_a127_10_42917_[52]_00010,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[52]_00010
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,14 Oct 1943,GAC.KD.43/3193.AGB,34,NRS302_333_a127_10_42917_[38]_00034,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00034
Sugerman,Bernard,NRS302_333,10/42917B,[42],Bernard Sugerman,1943,01 Jan 1943,,23,NRS302_333_a127_10_42917_[42]_00023,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[42]_00023
Sugerman,Bernard,NRS302_333,10/42917B,[35],Bernard Sugerman,1943,11 Oct 1943,GAC.KD.43/3192-3.AGB,8,NRS302_333_a127_10_42917_[35]_00008,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00008
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,25 Oct 1943,43/4149,36,NRS302_333_a127_10_42917_[38]_00036,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00036
Sugerman,Bernard,NRS302_333,10/42917B,[35],Bernard Sugerman,1943,12 Oct 1944,44/3941,,NRS302_333_a127_10_42917_[35]_00009a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00009a
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,43/4149,37,NRS302_333_a127_10_42917_[38]_00037,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00037
Sugerman,Bernard,NRS302_333,10/42917B,[35],Bernard Sugerman,1943,17 Oct 1944,44/3941,,NRS302_333_a127_10_42917_[35]_00009b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00009b
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.KD.43/4149.AGB,11,NRS302_333_a127_10_42917_[38]_00011,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00011
Sugerman,Bernard,NRS302_333,10/42917B,[47],Bernard Sugerman,1943,21 Nov 1945,,13,NRS302_333_a127_10_42917_[47]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[47]_00013
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,38,NRS302_333_a127_10_42917_[38]_00038,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00038
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,26 Oct 1943,GAC.KD.43/4149.AGB,12,NRS302_333_a127_10_42917_[38]_00012,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00012
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,39,NRS302_333_a127_10_42917_[38]_00039,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00039
Sugerman,Bernard,NRS302_333,10/42917B,[35],Bernard Sugerman,1943,23 Aug 1943,,,NRS302_333_a127_10_42917_[35]_00012a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00012a
Sugerman,Bernard,NRS302_333,10/42917B,[35],Bernard Sugerman,1943,23 Aug 1943,,,NRS302_333_a127_10_42917_[35]_00012b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00012b
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,40,NRS302_333_a127_10_42917_[38]_00040,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00040
Sugerman,Bernard,NRS302_333,10/42917B,[35],Bernard Sugerman,1943,11 Oct 1943,,13,NRS302_333_a127_10_42917_[35]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00013
Sugerman,Bernard,NRS302_333,10/42917B,[35],Bernard Sugerman,1943,02 Oct 1943,,14,NRS302_333_a127_10_42917_[35]_00014,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00014
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,41,NRS302_333_a127_10_42917_[38]_00041,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00041
Sugerman,Bernard,NRS302_333,10/42917B,[42],Bernard Sugerman,1943,13 Dec 1943,,38,NRS302_333_a127_10_42917_[42]_00038,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[42]_00038
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,42,NRS302_333_a127_10_42917_[38]_00042,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00042
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,44,NRS302_333_a127_10_42917_[38]_00044,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00044
Sugerman,Bernard,NRS302_333,10/42917B,[42],Bernard Sugerman,1943,06 Nov 1943,43/4381,45,NRS302_333_a127_10_42917_[42]_00045,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[42]_00045
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,45,NRS302_333_a127_10_42917_[38]_00045,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00045
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,46,NRS302_333_a127_10_42917_[38]_00046,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00046
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,47,NRS302_333_a127_10_42917_[38]_00047,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00047
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,48,NRS302_333_a127_10_42917_[38]_00048,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00048
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,49,NRS302_333_a127_10_42917_[38]_00049,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00049
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,50,NRS302_333_a127_10_42917_[38]_00050,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00050
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,01 Dec 1942,GAC.KD.43/3193.AGB,29,NRS302_333_a127_10_42917_[38]_00029,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00029
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,24 Aug 1943,GAC.43/3193.AGB,30,NRS302_333_a127_10_42917_[38]_00030,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00030
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,02 Oct 1943,GAC.43/3193.AGB,31,NRS302_333_a127_10_42917_[38]_00031,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00031
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,27 Oct 1943,GAC.WF.43/4149.AGB,51,NRS302_333_a127_10_42917_[38]_00051,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00051
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,02 Oct 1943,GAC.43/3192-3.AGB,32,NRS302_333_a127_10_42917_[38]_00032,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00032
Sugerman,Bernard,NRS302_333,10/42917B,[38],Bernard Sugerman,1943,02 Oct 1943,GAC.43/3192-3.AGB,33,NRS302_333_a127_10_42917_[38]_00033,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00033
Taylor,Alan Russell,NRS302_333,10/42917B,[35],Alan Russell Taylor,1943,14 Oct 1943,GAC.KD.43/3193.AGB,5,NRS302_333_a127_10_42917_[35]_00005,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00005
Taylor,Alan Russell,NRS302_333,10/42917B,[35],Alan Russell Taylor,1943,24 Aug 1943,GAC.43/3192.AGB,6,NRS302_333_a127_10_42917_[35]_00006,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00006
Taylor,Alan Russell,NRS302_333,10/42917B,[35],Alan Russell Taylor,1943,02 Oct 1943,GAC.KD.43/3192.AGB,7,NRS302_333_a127_10_42917_[35]_00007,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00007
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.KD.43/4149.AGB,35,NRS302_333_a127_10_42917_[38]_00035,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00035
Taylor,Alan Russell,NRS302_333,10/42917B,[35],Alan Russell Taylor,1943,11 Oct 1943,GAC.KD.43/3192-3.AGB,8,NRS302_333_a127_10_42917_[35]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00008
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,25 Oct 1943,43/4149,36,NRS302_333_a127_10_42917_[38]_00036,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00036
Taylor,Alan Russell,NRS302_333,10/42917B,[35],Alan Russell Taylor,1943,12 Oct 1944,44/3941,,NRS302_333_a127_10_42917_[35]_00009a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00009a
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,43/4149,37,NRS302_333_a127_10_42917_[38]_00037,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00037
Taylor,Alan Russell,NRS302_333,10/42917B,[35],Alan Russell Taylor,1943,17 Oct 1944,44/3941,,NRS302_333_a127_10_42917_[35]_00009b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00009b
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.KD.43/4149.AGB,11,NRS302_333_a127_10_42917_[38]_00011,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00011
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,38,NRS302_333_a127_10_42917_[38]_00038,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00038
Taylor,Alan Russell,NRS302_333,10/42917B,[47],Alan Russell Taylor,1943,21 Nov 1945,,13,NRS302_333_a127_10_42917_[47]_00013,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[47]_00013
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,39,NRS302_333_a127_10_42917_[38]_00039,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00039
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,40,NRS302_333_a127_10_42917_[38]_00040,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00040
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,41,NRS302_333_a127_10_42917_[38]_00041,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00041
Taylor,Alan Russell,NRS302_333,10/42917B,[42],Alan Russell Taylor,1943,13 Dec 1943,,38,NRS302_333_a127_10_42917_[42]_00038,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[42]_00038
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,42,NRS302_333_a127_10_42917_[38]_00042,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00042
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,43,NRS302_333_a127_10_42917_[38]_00043,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00043
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,44,NRS302_333_a127_10_42917_[38]_00044,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00044
Taylor,Alan Russell,NRS302_333,10/42917B,[42],Alan Russell Taylor,1943,06 Nov 1943,43/4381,45,NRS302_333_a127_10_42917_[42]_00045,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[42]_00045
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,45,NRS302_333_a127_10_42917_[38]_00045,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00045
Taylor,Alan Russell,NRS302_333,10/42917B,[38],J.W. Anderson,,27 Oct 1943,GAC.WF.43/4149.AGB,45,NRS302_333_a127_10_42917_[38]_00045,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00045
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,46,NRS302_333_a127_10_42917_[38]_00046,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00046
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,47,NRS302_333_a127_10_42917_[38]_00047,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00047
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,48,NRS302_333_a127_10_42917_[38]_00048,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00048
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,49,NRS302_333_a127_10_42917_[38]_00049,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00049
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,50,NRS302_333_a127_10_42917_[38]_00050,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00050
Taylor,Alan Russell,NRS302_333,10/42917B,[35],Alan Russell Taylor,1943,01 Jan 1943,,1,NRS302_333_a127_10_42917_[35]_00001,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00001
Taylor,Alan Russell,NRS302_333,10/42917B,[35],Alan Russell Taylor,1943,02 Oct 1943,GAC.KD.43/3192.AGB,2,NRS302_333_a127_10_42917_[35]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00002
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,51,NRS302_333_a127_10_42917_[38]_00051,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00051
Taylor,Alan Russell,NRS302_333,10/42917B,[35],Alan Russell Taylor,1943,20 Aug 1943,GAC.KD.43/3192.AGB,,NRS302_333_a127_10_42917_[35]_00003a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00003a
Taylor,Alan Russell,NRS302_333,10/42917B,[35],Alan Russell Taylor,1943,24 Aug 1943,GAC.KD.43/3192.AGB,,NRS302_333_a127_10_42917_[35]_00003b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00003b
Taylor,Alan Russell,NRS302_333,10/42917B,[35],Alan Russell Taylor,1943,14 Oct 1943,GAC.KD.43/3193.AGB,4,NRS302_333_a127_10_42917_[35]_00004,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00004
Taylor,Alan Russell,NRS302_333,10/42917B,[38],Alan Russell Taylor,1943,27 Oct 1943,GAC.WF.43/4149.AGB,52,NRS302_333_a127_10_42917_[38]_00052,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\74,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00052
Teece,Richard Clive,NRS302_333,10/42918,[19],Richard Clive Teece,1922,,22/7486,38,NRS302_333_a127_10_42918_[19]_00038,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00038
Teece,Richard Clive,NRS302_333,10/42918,[19],Richard Clive Teece,1922,,22/7486,39,NRS302_333_a127_10_42918_[19]_00039,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00039
Teece,Richard Clive,NRS302_333,10/42918,[19],Richard Clive Teece,1922,,22/7486,40,NRS302_333_a127_10_42918_[19]_00040,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00040
Teece,Richard Clive,NRS302_333,10/42918,[19],Richard Clive Teece,1922,,22/8102,42,NRS302_333_a127_10_42918_[19]_00042,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00042
Teece,Richard Clive,NRS302_333,10/42918,[19],Richard Clive Teece,1922,,22/8102,45,NRS302_333_a127_10_42918_[19]_00045,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00045
Teece,Richard Clive,NRS302_333,10/42918,[18],Richard Clive Teece,1922,,,1,NRS302_333_a127_10_42918_[18]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00001
Teece,Richard Clive,NRS302_333,10/42918,[18],Richard Clive Teece,1922,,,2,NRS302_333_a127_10_42918_[18]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00002
Teece,Richard Clive,NRS302_333,10/42918,[18],Richard Clive Teece,1922,,22/8101,9,NRS302_333_a127_10_42918_[18]_00009,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00009
Teece,Richard Clive,NRS302_333,10/42917B,[36],Richard Clive Teece,1922,15 Dec 1942,GAC.MA.42/4833.AGB,13,NRS302_333_a127_10_42917_[36]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[36]_00013
Teece,Richard Clive,NRS302_333,10/42917B,[36],Richard Clive Teece,1922,08 Dec 1942,,14,NRS302_333_a127_10_42917_[36]_00014,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[36]_00014
Teece,Richard Clive,NRS302_333,10/42917B,[36],Richard Clive Teece,1922,08 Dec 1942,,15,NRS302_333_a127_10_42917_[36]_00015,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[36]_00015
Teece,Richard Clive,NRS302_333,10/42917B,[41],Richard Clive Teece,1922,18 Nov 1942,,15,NRS302_333_a127_10_42917_[41]_00015,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[41]_00015
Teece,Richard Clive,NRS302_333,10/42918,[18],Richard Clive Teece,1922,,,18,NRS302_333_a127_10_42918_[18]_00018,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00018
Teece,Richard Clive,NRS302_333,10/42918,[18],Richard Clive Teece,1922,,,23,NRS302_333_a127_10_42918_[18]_00023,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00023
Telfer,B.F.F.,NRS302_333,10/42917B,[36],B.F.F. Telfer,,17 Nov 1942,46/4606.AGB,,NRS302_333_a127_10_42917_[36]_00003a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[36]_00003a
Thomson,Alexander [Alec],NRS302_333,10/42918,[16],Alexander [Alec] Thomson,1920,,20/2163,1,NRS302_333_a127_10_42918_[16]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[16]_00001
Thomson,Alexander [Alec],NRS302_333,10/42918,[16],Alexander [Alec] Thomson,1920,,20/2163,2,NRS302_333_a127_10_42918_[16]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[16]_00002
Thomson,Alexander [Alec],NRS302_333,10/42918,[16],Alexander [Alec] Thomson,1920,,,3,NRS302_333_a127_10_42918_[16]_00003,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[16]_00003
Thomson,Alexander [Alec],NRS302_333,10/42918,[16],Alexander [Alec] Thomson,1920,,20/2163,6,NRS302_333_a127_10_42918_[16]_00006,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[16]_00006
Thomson,Alexander [Alec],NRS302_333,10/42918,[16],Alexander [Alec] Thomson,1920,,20/1988,7,NRS302_333_a127_10_42918_[16]_00007,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[16]_00007
Thomson,Alexander [Alec],NRS302_333,10/42918,[16],Alexander [Alec] Thomson,1920,,20/2163,11,NRS302_333_a127_10_42918_[16]_00011,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[16]_00011
Thomson,Alexander [Alec],NRS302_333,10/42918,[16],Alexander [Alec] Thomson,1920,,,17,NRS302_333_a127_10_42918_[16]_00017,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[16]_00017
Thomson,Alexander [Alec],NRS302_333,10/42918,[16],Alexander [Alec] Thomson,1920,,,18,NRS302_333_a127_10_42918_[16]_00018,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[16]_00018
Thomson,Alexander [Alec],NRS302_333,10/42918,[16],Alexander [Alec] Thomson,1920,,,19,NRS302_333_a127_10_42918_[16]_00019,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[16]_00019
Thomson,Alexander [Alec],NRS302_333,10/42918,[16],Alexander [Alec] Thomson,1920,,,20,NRS302_333_a127_10_42918_[16]_00020,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[16]_00020
Thomson,Alexander [Alec],NRS302_333,10/42918,[16],Alexander [Alec] Thomson,1920,,,21,NRS302_333_a127_10_42918_[16]_00021,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[16]_00021
Thomson,Alexander [Alec],NRS302_333,10/42918,[16],Alexander [Alec] Thomson,1920,,,22,NRS302_333_a127_10_42918_[16]_00022,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[16]_00022
